"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Devoted Duelist","tdm","Near Mint","English","foil","","2025-10-31 03:00:50.153000","104","False","False",""
"2","2","Devout Decree","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","571","False","False",""
"1","1","Dewdrop Cure","blb","Near Mint","English","","","2025-10-29 01:01:53.643000","10","False","False",""
"2","2","Diamond Mare","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","672","False","False",""
"1","1","Dictate of Kruphix","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","587","False","False",""
"1","1","Dimir Guildgate","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","688","False","False",""
"1","1","Dire Downdraft","blb","Near Mint","English","","","2025-10-29 00:56:25.103000","46","False","False",""
"2","2","Diregraf Ghoul","fdn","Near Mint","English","","","2025-11-06 17:13:24.777000","171","False","False",""
"1","1","Dirgur Island Dragon // Skimming Strike","tdm","Near Mint","English","","","2025-11-07 19:40:27.390000","40","False","False",""
"1","1","Discerning Peddler","otj","Near Mint","English","","","2025-10-15 16:20:09.950000","121","False","False",""
"2","2","Disenchant","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","572","False","False",""
"1","1","Dismal Backwater","tdm","Near Mint","English","","","2025-10-15 19:24:29.123000","254","False","False",""
"3","3","Dismal Backwater","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","261","False","False",""
"1","1","Disruptive Stormbrood // Petty Revenge","tdm","Near Mint","English","foil","","2025-11-07 19:44:31.540000","178","False","False",""
"1","1","Dissection Tools","dsk","Near Mint","English","","","2025-10-25 21:55:00.643000","245","False","False",""
"1","1","Distorted Curiosity","one","Near Mint","English","","","2025-11-07 19:40:12.090000","46","False","False",""
"1","1","Disturbing Mirth","dsk","Near Mint","English","","","2025-10-25 22:20:48.863000","212","False","False",""
"2","2","Dive Down","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","588","False","False",""
"1","1","Diversion Specialist","dsk","Near Mint","English","","","2025-10-19 18:26:29.257000","132","False","False",""
"3","3","Divine Resilience","fdn","Near Mint","English","","","2025-11-07 20:33:14.367000","10","False","False",""
"1","1","Dog Walker","mkm","Near Mint","English","","","2025-10-25 22:18:29.380000","197","False","False",""
"3","3","Don't Make a Sound","dsk","Near Mint","English","","","2025-10-31 00:02:38.713000","49","False","False",""
"1","1","Doomsday Excruciator","dsk","Near Mint","English","","","2025-10-19 18:29:48.657000","346","False","False",""
"1","1","Downwind Ambusher","blb","Near Mint","English","","","2025-10-29 01:12:55.773000","92","False","False",""
"1","1","Draconautics Engineer","dft","Near Mint","English","","","2025-11-07 20:36:08.370000","121","False","False",""
"2","2","Drag to the Roots","dsk","Near Mint","English","","","2025-10-31 00:00:33.833000","213","False","False",""
"5","5","Dragon Fodder","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","535","False","False",""
"2","2","Dragon Mage","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","621","False","False",""
"1","1","Dragon Trainer","fdn","Near Mint","English","","","2025-11-06 20:15:29.600000","84","False","False",""
"1","1","Dragonlord's Servant","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","536","False","False",""
"1","1","Dragonmaster Outcast","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","622","False","False",""
"1","1","Dragonwing Glider","one","Near Mint","English","","","2025-10-15 19:27:19.303000","128","False","False",""
"1","1","Drake Hatcher","fdn","Near Mint","English","","","2025-11-06 17:00:38.533000","35","False","False",""
"2","2","Drakuseth, Maw of Flames","fdn","Near Mint","English","","","2025-11-06 20:16:04.800000","193","False","False",""
"1","1","Dramatic Accusation","mkm","Near Mint","English","","","2025-10-25 22:15:05.860000","53","False","False",""
"1","1","Dread Summons","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","604","False","False",""
"1","1","Dreadwing Scavenger","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","118","False","False",""
"2","2","Driver of the Dead","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","605","False","False",""
"1","1","Drogskol Reaver","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","655","False","False",""
"1","1","Dropkick Bomber","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","537","False","False",""
"1","1","Dross Skullbomb","one","Near Mint","English","","","2025-10-15 19:26:36.403000","225","False","False",""
"1","1","Druid of the Cowl","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","554","False","False",""
"2","2","Dryad Militant","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","656","False","False",""
"2","2","Due Diligence","mkm","Near Mint","English","","","2025-10-25 22:11:59.600000","14","False","False",""
"2","2","Duress","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","606","False","False",""
"1","1","Duress","one","Near Mint","English","","","2025-10-15 19:34:39.717000","92","False","False",""
"1","1","Duskmourn's Domination","dsk","Near Mint","English","","","2025-10-31 00:03:31.123000","50","False","False",""
"1","1","Dusyut Earthcarver","tdm","Near Mint","English","","","2025-10-15 19:19:20.657000","141","False","False",""
"1","1","Dwynen, Gilt-Leaf Daen","fdn","Near Mint","English","","","2025-11-06 20:28:01.637000","217","False","False",""
"6","6","Dwynen's Elite","fdn","Near Mint","English","","","2025-11-06 20:19:07.930000","218","False","False",""
"1","1","Dynamite Diver","dft","Near Mint","English","","","2025-11-07 20:35:09.360000","123","False","False",""
"2","2","Eager Trufflesnout","fdn","Near Mint","English","","","2025-11-07 19:49:21.753000","102","False","False",""
"1","1","Early Winter","blb","Near Mint","English","","","2025-10-29 01:12:46.330000","93","False","False",""
"4","4","Eaten Alive","fdn","Near Mint","English","","","2025-11-06 17:11:55.277000","172","False","False",""
"1","1","Eaten by Piranhas","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","507","False","False",""
"1","1","Electroduplicate","fdn","Near Mint","English","foil","","2025-11-06 20:14:18.407000","85","False","False",""
"1","1","Electroduplicate","fdn","Near Mint","English","","","2025-11-06 20:14:25.133000","85","False","False",""
"3","3","Elementalist Adept","fdn","Near Mint","English","","","2025-11-06 16:57:29.913000","36","False","False",""
"4","4","Elfsworn Giant","fdn","Near Mint","English","","","2025-11-07 19:53:57.177000","103","False","False",""
"1","1","Elspeth's Smite","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","493","False","False",""
"2","2","Elvish Archdruid","fdn","Near Mint","English","","","2025-11-06 20:30:04.630000","219","False","False",""
"4","4","Elvish Regrower","fdn","Near Mint","English","","","2025-11-06 20:25:58.237000","104","False","False",""
"1","1","Embereth Veteran","woe","Near Mint","English","","","2025-10-29 01:10:24.993000","127","False","False",""
"2","2","Emerge from the Cocoon","dsk","Near Mint","English","","","2025-10-25 22:10:09.960000","5","False","False",""
"1","1","Empyrean Eagle","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","239","False","False",""
"1","1","Enduring Innocence","dsk","Near Mint","English","","","2025-10-31 00:01:15.610000","6","False","False",""
"2","2","Enigma Drake","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","657","False","False",""
"2","2","Enter the Enigma","dsk","Near Mint","English","","","2025-10-30 23:55:06.053000","52","False","False",""
"1","1","Entity Tracker","dsk","Near Mint","English","","","2025-10-15 16:16:38.693000","53","False","False",""
"1","1","Eriette's Tempting Apple","woe","Near Mint","English","","","2025-10-29 01:18:35.853000","245","False","False",""
"2","2","Erratic Apparition","dsk","Near Mint","English","","","2025-10-31 00:04:59.327000","54","False","False",""
"6","6","Erudite Wizard","fdn","Near Mint","English","","","2025-11-07 20:31:37.217000","37","False","False",""
"1","1","Escape Tunnel","mkm","Near Mint","English","foil","","2025-10-25 22:22:22.967000","261","False","False",""
"1","1","Escape Tunnel","mkm","Near Mint","English","","","2025-10-25 22:23:24.377000","261","False","False",""
"1","1","Escaped Experiment","one","Near Mint","English","foil","","2025-11-07 19:29:28.650000","48","False","False",""
"1","1","Eshki Dragonclaw","tdm","Near Mint","English","","","2025-10-15 19:17:27.473000","182","False","False",""
"2","2","Essence Channeler","blb","Near Mint","English","","","2025-11-06 20:51:59.827000","12","False","False",""
"3","3","Essence Scatter","fdn","Near Mint","English","","","2025-11-06 17:02:29.440000","153","False","False",""
"4","4","Evolving Wilds","fdn","Near Mint","English","","","2025-11-07 19:50:13.477000","262","False","False",""
"1","1","Exclusion Mage","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","508","False","False",""
"1","1","Exemplar of Light","fdn","Near Mint","English","","","2025-10-15 14:03:18.553000","11","False","False",""
"1","1","Exotic Orchard","afc","Near Mint","English","","","2025-10-31 03:05:51.663000","236","False","False",""
"1","1","Expedition Map","fdn","Near Mint","English","foil","","2025-10-19 21:44:49.157000","724","False","False",""
"1","1","Expel the Unworthy","mh3","Near Mint","English","foil","","2025-10-31 03:05:19.613000","25","False","False",""
"1","1","Experimental Augury","one","Near Mint","English","","","2025-11-07 19:30:36.250000","49","False","False",""
"1","1","Expose the Culprit","mkm","Near Mint","English","","","2025-10-25 22:01:07.387000","307","False","False",""
"2","2","Exsanguinate","fdn","Near Mint","English","","","2025-11-06 17:15:10.563000","173","False","False",""
"1","1","Exuberant Fuseling","one","Near Mint","English","","","2025-11-07 19:37:41.623000","129","False","False",""
"1","1","Fabled Passage","blb","Near Mint","English","","","2025-10-29 01:16:12.830000","252","False","False",""
"1","1","Fae Flight","mkm","Near Mint","English","","","2025-10-25 22:14:56.493000","56","False","False",""
"3","3","Faebloom Trick","fdn","Near Mint","English","","","2025-11-06 17:00:48.057000","38","False","False",""
"1","1","Faerie Dreamthief","woe","Near Mint","English","","","2025-10-29 01:14:32.267000","89","False","False",""
"1","1","Failed Fording","otj","Near Mint","English","","","2025-10-15 16:23:46.903000","47","False","False",""
"3","3","Fake Your Own Death","fdn","Near Mint","English","","","2025-11-06 17:09:01.917000","174","False","False",""
"3","3","Fanatic of the Harrowing","dsk","Near Mint","English","","","2025-10-31 00:02:13.193000","96","False","False",""
"1","1","Fanatical Firebrand","fdn","Near Mint","English","foil","","2025-11-06 20:10:16.140000","195","False","False",""
"5","5","Fanatical Firebrand","fdn","Near Mint","English","","","2025-11-07 19:52:12.400000","195","False","False",""
"3","3","Fear of Abduction","dsk","Near Mint","English","","","2025-10-31 00:06:09.470000","9","False","False",""
"2","2","Fear of Burning Alive","dsk","Near Mint","English","","","2025-10-31 00:00:56.473000","135","False","False",""
"1","1","Fear of Impostors","dsk","Near Mint","English","","","2025-10-15 14:56:02.810000","57","False","False",""
"2","2","Fear of Infinity","dsk","Near Mint","English","","","2025-10-25 22:21:39.707000","214","False","False",""
"1","1","Fear of Isolation","dsk","Near Mint","English","","","2025-10-30 23:58:18.900000","58","False","False",""
"1","1","Fear of Lost Teeth","dsk","Near Mint","English","","","2025-10-31 00:03:11.030000","97","False","False",""
"1","1","Fear of Missing Out","dsk","Near Mint","English","","","2025-10-25 22:04:06.517000","136","False","False",""
"1","1","Fear of Surveillance","dsk","Near Mint","English","","","2025-10-25 22:09:44.463000","11","False","False",""
"1","1","Fear of the Dark","dsk","Near Mint","English","","","2025-10-19 18:29:21.930000","98","False","False",""
"1","1","Fecund Greenshell","blb","Near Mint","English","","","2025-10-29 00:58:29.980000","171","False","False",""
"1","1","Feed the Cycle","blb","Near Mint","English","","","2025-10-29 01:12:32.803000","94","False","False",""
"1","1","Feed the Swarm","fdn","Near Mint","English","foil","","2025-10-19 21:44:49.157000","712","False","False",""
"2","2","Feldon's Cane","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","673","False","False",""
"2","2","Felidar Cub","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","573","False","False",""
"1","1","Felidar Retreat","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","574","False","False",""
"2","2","Felidar Savior","fdn","Near Mint","English","foil","","2025-11-06 17:20:46.720000","12","False","False",""
"5","5","Felidar Savior","fdn","Near Mint","English","","","2025-11-07 19:54:15.807000","12","False","False",""
"4","4","Felling Blow","fdn","Near Mint","English","","","2025-11-06 20:26:09.957000","105","False","False",""
"1","1","Festerleech","mkm","Near Mint","English","","","2025-10-25 22:05:55.920000","85","False","False",""
"2","2","Fiendish Panda","fdn","Near Mint","English","","","2025-11-07 19:51:02.833000","120","False","False",""
"2","2","Fierce Empath","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","636","False","False",""
"2","2","Fiery Annihilation","fdn","Near Mint","English","","","2025-11-06 20:15:02.723000","86","False","False",""
"3","3","Final Vengeance","dsk","Near Mint","English","","","2025-10-30 23:57:44.203000","99","False","False",""
"1","1","Finale of Revelation","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","589","False","False",""
"1","1","Finch Formation","blb","Near Mint","English","foil","","2025-10-29 00:54:45.620000","50","False","False",""
"2","2","Finch Formation","blb","Near Mint","English","","","2025-10-29 00:56:31.970000","50","False","False",""
"1","1","Fire Elemental","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","538","False","False",""
"5","5","Firebrand Archer","fdn","Near Mint","English","","","2025-11-07 19:48:16.207000","196","False","False",""
"1","1","Firemind's Foresight","rtr","Near Mint","English","","","2025-10-31 03:06:08.563000","162","False","False",""
"2","2","Fireshrieker","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","674","False","False",""
"1","1","Firespitter Whelp","fdn","Near Mint","English","foil","","2025-11-07 19:44:43.390000","197","False","False",""
"2","2","Firespitter Whelp","fdn","Near Mint","English","","","2025-11-06 20:16:13.340000","197","False","False",""
"2","2","Flashfreeze","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","590","False","False",""
"4","4","Fleeting Distraction","fdn","Near Mint","English","","","2025-11-06 16:56:41.683000","155","False","False",""
"1","1","Fleeting Effigy","tdm","Near Mint","English","","","2025-10-15 19:13:43.890000","108","False","False",""
"5","5","Fleeting Flight","fdn","Near Mint","English","","","2025-11-06 17:19:16.613000","13","False","False",""
"1","1","Flensing Raptor","one","Near Mint","English","","","2025-10-15 19:30:03.347000","12","False","False",""
"1","1","Flesh Burrower","dsk","Near Mint","English","","","2025-10-15 14:50:35.783000","178","False","False",""
"1","1","Flick a Coin","woe","Near Mint","English","","","2025-10-30 23:47:02.407000","128","False","False",""
"1","1","Floodpits Drowner","dsk","Near Mint","English","","","2025-10-25 22:16:27.280000","59","False","False",""
"1","1","Flotsam // Jetsam","mkm","Near Mint","English","","","2025-10-25 22:20:36.097000","247","False","False",""
"1","1","Flowerfoot Swordmaster","blb","Near Mint","English","","","2025-10-29 01:03:03.167000","14","False","False",""
"2","2","Fog Bank","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","591","False","False",""
"3","3","Font of Progress","one","Near Mint","English","","","2025-11-07 19:35:15.170000","51","False","False",""
"1","1","For the Common Good","blb","Near Mint","English","","","2025-10-29 00:55:00.143000","172","False","False",""
"1","1","Forest","otj","Near Mint","English","","","2025-10-15 16:28:00.263000","276","False","False",""
"8","8","Forest","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","280","False","False",""
"1","1","Forest","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","291","False","False",""
"1","1","Forest","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","290","False","False",""
"23","23","Forest","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","281","False","False",""
"1","1","Forgehammer Centurion","one","Near Mint","English","","","2025-11-07 19:37:10.460000","130","False","False",""
"1","1","Found Footage","dsk","Near Mint","English","","","2025-10-30 23:57:51.440000","246","False","False",""
"1","1","Frantic Firebolt","woe","Near Mint","English","","","2025-10-29 01:10:34.457000","130","False","False",""
"1","1","Frantic Scapegoat","mkm","Near Mint","English","","","2025-10-25 22:01:20.787000","347","False","False",""
"3","3","Frantic Strength","dsk","Near Mint","English","","","2025-10-31 00:03:18.627000","179","False","False",""
"1","1","Free from Flesh","one","Near Mint","English","","","2025-11-07 19:36:41.687000","131","False","False",""
"3","3","Frenzied Goblin","fdn","Near Mint","English","","","2025-11-06 20:12:58.493000","199","False","False",""
"3","3","Friendly Ghost","dsk","Near Mint","English","","","2025-10-30 23:55:14.257000","12","False","False",""
"1","1","Friendly Teddy","dsk","Near Mint","English","","","2025-10-25 21:55:36.260000","247","False","False",""
"1","1","Frolicking Familiar // Blow Off Steam","woe","Near Mint","English","","","2025-10-30 23:47:59.873000","226","False","False",""
"1","1","Frostbridge Guard","woe","Near Mint","English","foil","","2025-10-29 01:03:20.220000","14","False","False",""
"1","1","Fumigate","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","575","False","False",""
"1","1","Furious Forebear","tdm","Near Mint","English","","","2025-10-15 19:16:51.253000","13","False","False",""
"2","2","Fynn, the Fangbearer","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","637","False","False",""
"1","1","Gadget Technician","mkm","Near Mint","English","","","2025-10-25 22:18:22.347000","204","False","False",""
"1","1","Galewind Moose","blb","Near Mint","English","","","2025-10-29 00:59:18.490000","173","False","False",""
"1","1","Gallant Pie-Wielder","woe","Near Mint","English","","","2025-10-29 01:06:17.340000","15","False","False",""
"1","1","Galvanic Discharge","mh3","Near Mint","English","foil","","2025-10-31 03:01:11.887000","122","False","False",""
"1","1","Galvanize","mkm","Near Mint","English","","","2025-10-25 22:01:28.250000","128","False","False",""
"2","2","Garna, Bloodfist of Keld","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","658","False","False",""
"1","1","Garruk's Gorehorn","m21","Near Mint","English","","","2025-10-31 02:59:46.527000","184","False","False",""
"2","2","Garruk's Uprising","fdn","Near Mint","English","","","2025-11-06 20:27:41.263000","220","False","False",""
"1","1","Garruk's Uprising","wot","Near Mint","English","","","2025-10-29 01:00:26.923000","53","False","False",""
"2","2","Gate Colossus","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","675","False","False",""
"1","1","Gatekeeper of Malakir","fdn","Near Mint","English","foil","","2025-10-19 21:44:49.157000","713","False","False",""
"2","2","Gateway Sneak","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","592","False","False",""
"1","1","Genesis Wave","fdn","Near Mint","English","","","2025-11-06 20:26:58.793000","221","False","False",""
"1","1","Get Out","dsk","Near Mint","English","","","2025-10-19 18:31:43.297000","60","False","False",""
"1","1","Geth's Grimoire","plst","Near Mint","English","","","2025-11-07 19:31:44.897000","DST-123","False","False",""
"1","1","Geyser Drake","otj","Near Mint","English","foil","","2025-10-15 16:29:55.300000","51","False","False",""
"4","4","Ghitu Lavarunner","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","623","False","False",""
"1","1","Ghost Vacuum","dsk","Near Mint","English","","","2025-10-19 18:37:03.500000","248","False","False",""
"2","2","Giant Cindermaw","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","624","False","False",""
"7","7","Giant Growth","fdn","Near Mint","English","","","2025-11-07 20:31:28.977000","223","False","False",""
"1","1","Gigantosaurus","fdn","Near Mint","English","foil","","2025-10-19 21:44:49.157000","718","False","False",""
"1","1","Gilded Lotus","fdn","Near Mint","English","foil","","2025-10-19 21:44:49.157000","725","False","False",""
"3","3","Give In to Violence","dsk","Near Mint","English","","","2025-10-31 00:05:34.853000","101","False","False",""
"1","1","Gladehart Cavalry","ogw","Near Mint","English","","","2025-10-31 03:08:14.483000","132","False","False",""
"1","1","Glass Casket","woe","Near Mint","English","","","2025-10-29 01:04:04.207000","16","False","False",""
"2","2","Glassworks // Shattered Yard","dsk","Near Mint","English","","","2025-10-31 00:00:15.147000","137","False","False",""
"2","2","Gleaming Barrier","fdn","Near Mint","English","","","2025-10-15 13:48:29.737000","252","False","False",""
"2","2","Glimmerburst","dsk","Near Mint","English","","","2025-10-19 18:30:55.910000","62","False","False",""
"1","1","Glimmerlight","dsk","Near Mint","English","","","2025-10-25 21:55:07.310000","249","False","False",""
"1","1","Glistener Seer","one","Near Mint","English","","","2025-11-07 19:35:32.850000","54","False","False",""
"1","1","Glyph Keeper","akh","Near Mint","English","","","2025-10-31 03:11:10.117000","55","False","False",""
"2","2","Gnarlback Rhino","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","638","False","False",""
"4","4","Gnarlid Colony","fdn","Near Mint","English","","","2025-11-06 20:24:37.713000","224","False","False",""
"5","5","Goblin Boarders","fdn","Near Mint","English","","","2025-11-06 20:08:28.013000","87","False","False",""
"1","1","Goblin Firebomb","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","562","False","False",""
"4","4","Goblin Negotiation","fdn","Near Mint","English","","","2025-11-06 20:07:28.160000","88","False","False",""
"1","1","Goblin Oriflamme","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","539","False","False",""
"1","1","Goblin Smuggler","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","540","False","False",""
"4","4","Goblin Surprise","fdn","Near Mint","English","","","2025-11-07 19:49:56.830000","200","False","False",""
"1","1","Goblin Surprise","fdn","Near Mint","English","foil","","2025-11-06 20:13:22.520000","200","False","False",""
"2","2","Goldvein Pick","fdn","Near Mint","English","","","2025-11-07 19:49:46.797000","253","False","False",""
"1","1","Goldwarden's Helm","one","Near Mint","English","foil","","2025-10-15 19:44:15.217000","13","False","False",""
"1","1","Golgari Guildgate","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","689","False","False",""
"1","1","Gonti, Lord of Luxury","plst","Near Mint","English","","","2025-10-31 02:57:40.070000","KLD-84","False","False",""
"1","1","Good-Fortune Unicorn","fdn","Near Mint","English","","","2025-10-15 13:56:59.503000","240","False","False",""
"3","3","Gorehorn Raider","fdn","Near Mint","English","","","2025-11-06 20:10:32.160000","89","False","False",""
"2","2","Grab the Prize","dsk","Near Mint","English","","","2025-10-30 23:59:47.903000","138","False","False",""
"1","1","Grand Ball Guest","woe","Near Mint","English","","","2025-10-29 01:09:14.457000","134","False","False",""
"1","1","Grand Entryway // Elegant Rotunda","dsk","Near Mint","English","","","2025-10-25 22:09:36.843000","287","False","False",""
"1","1","Grand Entryway // Elegant Rotunda","dsk","Near Mint","English","","","2025-10-19 18:32:19.357000","15","False","False",""
"1","1","Granite Witness","mkm","Near Mint","English","","","2025-10-25 22:18:40.823000","206","False","False",""
"2","2","Grappling Kraken","fdn","Near Mint","English","","","2025-11-07 19:49:36.147000","39","False","False",""
"1","1","Grasp of Fate","wot","Near Mint","English","","","2025-10-30 23:46:15.983000","3","False","False",""
"3","3","Grasping Longneck","dsk","Near Mint","English","","","2025-10-31 00:02:29.167000","180","False","False",""
"1","1","Gratuitous Violence","fdn","Near Mint","English","foil","","2025-10-19 21:44:49.157000","715","False","False",""
"1","1","Greenbelt Radical","mkm","Near Mint","English","","","2025-10-25 21:58:40.923000","163","False","False",""
"1","1","Griffin Aerie","wot","Near Mint","English","","","2025-10-29 01:03:31.900000","5","False","False",""
"3","3","Grow from the Ashes","fdn","Near Mint","English","","","2025-11-06 20:25:42.750000","225","False","False",""
"2","2","Growing Dread","dsk","Near Mint","English","","","2025-10-19 18:35:39.700000","216","False","False",""
"1","1","Gruul Guildgate","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","690","False","False",""
"1","1","Guarded Heir","fdn","Near Mint","English","","","2025-11-06 17:23:27.217000","14","False","False",""
"1","1","Guidelight Matrix","dft","Near Mint","English","foil","","2025-10-31 02:58:32.443000","233","False","False",""
"2","2","Gutless Plunderer","fdn","Near Mint","English","foil","","2025-11-06 17:09:52.270000","60","False","False",""
"1","1","Gutless Plunderer","fdn","Near Mint","English","","","2025-11-07 19:52:24.280000","60","False","False",""
"1","1","Guttersnipe","fdn","Near Mint","English","foil","","2025-10-19 21:44:49.157000","716","False","False",""
"1","1","Haazda Vigilante","mkm","Near Mint","English","","","2025-10-25 22:11:33.927000","18","False","False",""
"1","1","Halana and Alena, Partners","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","659","False","False",""
"1","1","Hand That Feeds","dsk","Near Mint","English","","","2025-10-19 18:27:37.687000","139","False","False",""
"1","1","Hand That Feeds","dsk","Near Mint","English","foil","","2025-10-19 18:27:15.647000","139","False","False",""
"1","1","Harbinger of the Tides","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","593","False","False",""
"2","2","Hardened Escort","dsk","Near Mint","English","","","2025-10-31 00:05:10.267000","16","False","False",""
"1","1","Hardened Tactician","tdm","Near Mint","English","","","2025-11-07 19:44:09.553000","191","False","False",""
"1","1","Hare Apparent","fdn","Near Mint","English","foil","","2025-11-06 17:19:39.510000","15","False","False",""
"5","5","Hare Apparent","fdn","Near Mint","English","","","2025-11-06 17:19:32.697000","15","False","False",""
"1","1","Harmless Offering","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","625","False","False",""
"1","1","Hazardroot Herbalist","blb","Near Mint","English","foil","","2025-10-29 00:59:50.350000","174","False","False",""
"1","1","Hazel's Nocturne","blb","Near Mint","English","","","2025-10-29 01:11:23.703000","97","False","False",""
"3","3","Head of the Homestead","blb","Near Mint","English","","","2025-10-29 01:18:26.430000","216","False","False",""
"8","8","Healer's Hawk","fdn","Near Mint","English","","","2025-11-06 20:57:05.277000","142","False","False",""
"1","1","Heaped Harvest","blb","Near Mint","English","","","2025-10-29 00:59:27.053000","175","False","False",""
"1","1","Heartfire Hero","blb","Near Mint","English","","","2025-10-29 01:07:08.450000","138","False","False",""
"5","5","Heartfire Immolator","fdn","Near Mint","English","","","2025-11-06 20:09:01.717000","201","False","False",""
"1","1","Hearth Elemental // Stoke Genius","woe","Near Mint","English","","","2025-10-30 23:45:35.537000","136","False","False",""
"1","1","Hedge Shredder","dsk","Near Mint","English","","","2025-10-25 21:59:38.060000","183","False","False",""
"1","1","Hedron Archive","fdn","Near Mint","English","foil","","2025-10-19 21:44:49.157000","726","False","False",""
"1","1","Hellish Sideswipe","dft","Near Mint","English","","","2025-11-07 20:35:57.707000","90","False","False",""
"1","1","Helpful Hunter","fdn","Near Mint","English","foil","","2025-11-06 17:20:14.240000","16","False","False",""
"5","5","Helpful Hunter","fdn","Near Mint","English","","","2025-11-06 17:20:05.280000","16","False","False",""
"1","1","Herald of Eternal Dawn","fdn","Near Mint","English","","","2025-11-06 20:53:47.030000","17","False","False",""
"1","1","Herald of Faith","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","494","False","False",""
"2","2","Heraldic Banner","fdn","Near Mint","English","","","2025-11-07 19:47:12.903000","254","False","False",""
"1","1","Heroes' Bane","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","639","False","False",""
"1","1","Heroic Reinforcements","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","241","False","False",""
"4","4","Hero's Downfall","fdn","Near Mint","English","","","2025-11-06 17:13:33.967000","175","False","False",""
"1","1","Hexgold Halberd","one","Near Mint","English","","","2025-10-15 19:33:23.443000","136","False","False",""
"1","1","Hexgold Halberd","one","Near Mint","English","foil","","2025-11-07 19:32:05.497000","136","False","False",""
"1","1","Hexgold Slash","one","Near Mint","English","","","2025-10-15 19:30:46.203000","137","False","False",""
"1","1","Hide in Plain Sight","mkm","Near Mint","English","","","2025-10-25 21:57:29.500000","166","False","False",""
"2","2","Hidetsugu's Second Rite","fdn","Near Mint","English","","","2025-11-06 20:16:36.400000","202","False","False",""
"1","1","High Fae Trickster","fdn","Near Mint","English","","","2025-11-06 16:52:40.570000","307","False","False",""
"1","1","Highborn Vampire","fdn","Near Mint","English","","","2025-10-15 02:00:19.020000","522","False","False",""
"2","2","High-Society Hunter","fdn","Near Mint","English","","","2025-11-06 20:54:07.497000","61","False","False",""
"1","1","Highspire Bell-Ringer","tdm","Near Mint","English","foil","","2025-10-31 03:03:37.013000","47","False","False",""
"9","9","Hinterland Sanctifier","fdn","Near Mint","English","","","2025-10-19 21:44:49.157000","730","False","False",""
